%# f in GHz     S1(1)1(1)              S1(1)2(1)              S1(1)3(1)              S1(1)4(1)              S2(1)1(1)              S2(1)2(1)              S2(1)3(1)              S2(1)4(1)              S3(1)1(1)              S3(1)2(1)              S3(1)3(1)              S3(1)4(1)              S4(1)1(1)              S4(1)2(1)              S4(1)3(1)              S4(1)4(1)
%#              Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im
%# Reference impedance at port 1 (mode 1):  52.4062385559082, port 2 (mode 1):  64.4482116699219, port 3 (mode 1):  65.5613021850586, port 4 (mode 1):  54.8182716369629 
0.064000       -0.323097  0.334669     0.525781  0.000325     0.442601  -0.180796     0.457437  -0.250450     0.525798  0.003664     -0.533819  0.091674     0.438336  -0.053561     0.469075  -0.104987     0.442270  -0.182547     0.438262  -0.053212     -0.525911  0.118179     0.526207  0.063387     0.457129  -0.251626     0.469085  -0.104131     0.526228  0.061865     -0.398120  0.226852
0.065000       -0.319673  0.338894     0.526372  0.000141     0.441083  -0.183232     0.455013  -0.253689     0.526472  0.003477     -0.533443  0.093048     0.438043  -0.054322     0.468455  -0.106485     0.440704  -0.184976     0.437976  -0.053972     -0.525118  0.119827     0.527300  0.064045     0.454672  -0.254858     0.468485  -0.105629     0.527283  0.062524     -0.396171  0.229857
0.066000       -0.316211  0.343076     0.526970  -0.000050     0.439546  -0.185651     0.452562  -0.256899     0.527153  0.003281     -0.533061  0.094419     0.437746  -0.055080     0.467827  -0.107978     0.439120  -0.187387     0.437687  -0.054730     -0.524315  0.121468     0.528405  0.064689     0.452187  -0.258060     0.467878  -0.107121     0.528350  0.063170     -0.394200  0.232840
0.067000       -0.312713  0.347215     0.527574  -0.000250     0.437991  -0.188053     0.450083  -0.260080     0.527840  0.003074     -0.532675  0.095788     0.437446  -0.055835     0.467191  -0.109464     0.437518  -0.189780     0.437394  -0.055484     -0.523502  0.123100     0.529522  0.065318     0.449676  -0.261231     0.467263  -0.108608     0.529429  0.063802     -0.392206  0.235799
0.068000       -0.309179  0.351311     0.528185  -0.000458     0.436419  -0.190437     0.447577  -0.263231     0.528533  0.002857     -0.532283  0.097154     0.437142  -0.056586     0.466548  -0.110944     0.435899  -0.192154     0.437098  -0.056235     -0.522681  0.124722     0.530650  0.065933     0.447138  -0.264372     0.466641  -0.110089     0.530520  0.064421     -0.390192  0.238734
0.069000       -0.305609  0.355363     0.528801  -0.000675     0.434829  -0.192804     0.445046  -0.266352     0.529232  0.002629     -0.531887  0.098516     0.436835  -0.057335     0.465897  -0.112417     0.434263  -0.194509     0.436799  -0.056982     -0.521850  0.126336     0.531789  0.066533     0.444573  -0.267482     0.466011  -0.111564     0.531622  0.065026     -0.388156  0.241646
0.070000       -0.302005  0.359370     0.529424  -0.000901     0.433222  -0.195154     0.442488  -0.269443     0.529937  0.002390     -0.531485  0.099877     0.436524  -0.058079     0.465239  -0.113884     0.432609  -0.196846     0.436496  -0.057727     -0.521010  0.127942     0.532939  0.067118     0.441983  -0.270561     0.465374  -0.113033     0.532734  0.065617     -0.386100  0.244534
0.071000       -0.298367  0.363333     0.530053  -0.001135     0.431599  -0.197486     0.439904  -0.272504     0.530648  0.002141     -0.531078  0.101235     0.436211  -0.058820     0.464574  -0.115345     0.430940  -0.199163     0.436190  -0.058468     -0.520161  0.129538     0.534100  0.067688     0.439368  -0.273609     0.464730  -0.114496     0.533858  0.066194     -0.384023  0.247398
0.072000       -0.294695  0.367251     0.530687  -0.001377     0.429958  -0.199800     0.437296  -0.275534     0.531363  0.001881     -0.530667  0.102589     0.435894  -0.059558     0.463902  -0.116799     0.429254  -0.201462     0.435881  -0.059206     -0.519304  0.131124     0.535271  0.068244     0.436729  -0.276625     0.464078  -0.115953     0.534993  0.066757     -0.381927  0.250237
0.073000       -0.290991  0.371124     0.531327  -0.001629     0.428301  -0.202095     0.434663  -0.278533     0.532085  0.001610     -0.530250  0.103942     0.435574  -0.060292     0.463223  -0.118246     0.427551  -0.203741     0.435568  -0.059940     -0.518438  0.132702     0.536453  0.068784     0.434064  -0.279609     0.463419  -0.117404     0.536138  0.067306     -0.379810  0.253052
0.074000       -0.287254  0.374952     0.531973  -0.001889     0.426628  -0.204373     0.432005  -0.281501     0.532811  0.001328     -0.529829  0.105291     0.435250  -0.061023     0.462536  -0.119687     0.425834  -0.206001     0.435253  -0.060671     -0.517564  0.134270     0.537645  0.069309     0.431377  -0.282562     0.462754  -0.118849     0.537293  0.067841     -0.377675  0.255842
0.075000       -0.283487  0.378733     0.532625  -0.002159     0.424939  -0.206632     0.429324  -0.284437     0.533542  0.001035     -0.529403  0.106637     0.434924  -0.061750     0.461843  -0.121121     0.424100  -0.208241     0.434934  -0.061399     -0.516681  0.135830     0.538847  0.069819     0.428665  -0.285482     0.462081  -0.120288     0.538459  0.068361     -0.375520  0.258607
0.076000       -0.279688  0.382469     0.533281  -0.002437     0.423234  -0.208873     0.426620  -0.287342     0.534278  0.000732     -0.528972  0.107980     0.434595  -0.062474     0.461143  -0.122549     0.422351  -0.210461     0.434612  -0.062123     -0.515790  0.137380     0.540058  0.070313     0.425931  -0.288370     0.461401  -0.121720     0.539634  0.068867     -0.373347  0.261347
0.077000       -0.275860  0.386158     0.533943  -0.002725     0.421514  -0.211095     0.423893  -0.290215     0.535019  0.000417     -0.528536  0.109322     0.434262  -0.063193     0.460437  -0.123969     0.420588  -0.212662     0.434288  -0.062844     -0.514891  0.138920     0.541279  0.070792     0.423175  -0.291225     0.460715  -0.123146     0.540820  0.069358     -0.371156  0.264062
0.078000       -0.272003  0.389801     0.534610  -0.003021     0.419778  -0.213298     0.421143  -0.293056     0.535764  0.000091     -0.528096  0.110659     0.433927  -0.063910     0.459723  -0.125383     0.418809  -0.214843     0.433960  -0.063561     -0.513983  0.140452     0.542509  0.071256     0.420396  -0.294047     0.460022  -0.124566     0.542014  0.069835     -0.368947  0.266751
0.079000       -0.268116  0.393397     0.535282  -0.003327     0.418027  -0.215483     0.418371  -0.295865     0.536513  -0.000246     -0.527651  0.111994     0.433589  -0.064622     0.459004  -0.126790     0.417017  -0.217003     0.433629  -0.064275     -0.513068  0.141973     0.543748  0.071703     0.417596  -0.296836     0.459322  -0.125979     0.543218  0.070296     -0.366720  0.269415
0.080000       -0.264202  0.396946     0.535959  -0.003642     0.416262  -0.217648     0.415578  -0.298642     0.537267  -0.000594     -0.527201  0.113326     0.433248  -0.065331     0.458277  -0.128190     0.415210  -0.219144     0.433296  -0.064985     -0.512145  0.143485     0.544995  0.072135     0.414775  -0.299593     0.458615  -0.127386     0.544431  0.070743     -0.364476  0.272053
0.081000       -0.260261  0.400448     0.536641  -0.003967     0.414483  -0.219794     0.412764  -0.301386     0.538024  -0.000954     -0.526747  0.114655     0.432904  -0.066036     0.457545  -0.129583     0.413389  -0.221264     0.432960  -0.065692     -0.511215  0.144988     0.546252  0.072551     0.411934  -0.302315     0.457902  -0.128787     0.545653  0.071175     -0.362215  0.274666
0.082000       -0.256293  0.403902     0.537327  -0.004301     0.412689  -0.221921     0.409929  -0.304097     0.538785  -0.001325     -0.526288  0.115981     0.432558  -0.066737     0.456806  -0.130969     0.411555  -0.223364     0.432621  -0.066395     -0.510277  0.146481     0.547516  0.072951     0.409072  -0.305005     0.457183  -0.130180     0.546884  0.071591     -0.359938  0.277253
0.083000       -0.252299  0.407309     0.538018  -0.004644     0.410881  -0.224028     0.407074  -0.306776     0.539549  -0.001707     -0.525824  0.117304     0.432209  -0.067435     0.456061  -0.132348     0.409708  -0.225444     0.432279  -0.067095     -0.509332  0.147963     0.548789  0.073335     0.406191  -0.307661     0.456457  -0.131568     0.548123  0.071993     -0.357645  0.279813
0.084000       -0.248281  0.410668     0.538713  -0.004997     0.409059  -0.226116     0.404199  -0.309421     0.540317  -0.002100     -0.525356  0.118624     0.431857  -0.068129     0.455310  -0.133720     0.407847  -0.227502     0.431935  -0.067791     -0.508379  0.149436     0.550069  0.073703     0.403291  -0.310282     0.455725  -0.132948     0.549371  0.072379     -0.355337  0.282347
0.085000       -0.244237  0.413979     0.539413  -0.005360     0.407224  -0.228185     0.401305  -0.312033     0.541088  -0.002505     -0.524884  0.119941     0.431502  -0.068818     0.454553  -0.135084     0.405974  -0.229541     0.431588  -0.068483     -0.507420  0.150899     0.551357  0.074055     0.400372  -0.312870     0.454987  -0.134322     0.550626  0.072750     -0.353013  0.284856
0.086000       -0.240170  0.417242     0.540116  -0.005732     0.405376  -0.230233     0.398392  -0.314612     0.541863  -0.002921     -0.524407  0.121255     0.431146  -0.069504     0.453790  -0.136442     0.404089  -0.231558     0.431238  -0.069171     -0.506453  0.152353     0.552652  0.074391     0.397435  -0.315424     0.454243  -0.135689     0.551890  0.073106     -0.350674  0.287337
0.087000       -0.236080  0.420457     0.540824  -0.006114     0.403515  -0.232262     0.395461  -0.317157     0.542640  -0.003349     -0.523925  0.122565     0.430786  -0.070187     0.453021  -0.137792     0.402191  -0.233555     0.430886  -0.069856     -0.505480  0.153795     0.553955  0.074710     0.394480  -0.317944     0.453493  -0.137050     0.553161  0.073446     -0.348321  0.289793
0.088000       -0.231967  0.423623     0.541535  -0.006505     0.401641  -0.234271     0.392512  -0.319668     0.543419  -0.003788     -0.523439  0.123873     0.430424  -0.070865     0.452247  -0.139135     0.400282  -0.235531     0.430531  -0.070537     -0.504500  0.155229     0.555264  0.075013     0.391508  -0.320429     0.452736  -0.138403     0.554439  0.073771     -0.345953  0.292222
0.089000       -0.227833  0.426741     0.542250  -0.006906     0.399755  -0.236260     0.389546  -0.322146     0.544201  -0.004239     -0.522949  0.125177     0.430060  -0.071539     0.451467  -0.140471     0.398361  -0.237486     0.430174  -0.071214     -0.503514  0.156652     0.556580  0.075300     0.388520  -0.322880     0.451974  -0.139750     0.555725  0.074080     -0.343572  0.294623
0.090000       -0.223678  0.429811     0.542969  -0.007318     0.397857  -0.238229     0.386562  -0.324590     0.544986  -0.004701     -0.522455  0.126479     0.429694  -0.072210     0.450681  -0.141799     0.396428  -0.239419     0.429815  -0.071888     -0.502521  0.158065     0.557903  0.075571     0.385515  -0.325297     0.451207  -0.141090     0.557018  0.074373     -0.341177  0.296999
0.091000       -0.219502  0.432831     0.543691  -0.007739     0.395947  -0.240177     0.383562  -0.327000     0.545773  -0.005174     -0.521956  0.127778     0.429325  -0.072876     0.449890  -0.143120     0.394485  -0.241332     0.429453  -0.072558     -0.501522  0.159468     0.559231  0.075825     0.382495  -0.327679     0.450433  -0.142423     0.558317  0.074651     -0.338769  0.299348
0.092000       -0.215307  0.435803     0.544416  -0.008170     0.394025  -0.242106     0.380546  -0.329376     0.546561  -0.005660     -0.521453  0.129073     0.428954  -0.073539     0.449094  -0.144434     0.392531  -0.243224     0.429089  -0.073224     -0.500516  0.160861     0.560566  0.076062     0.379459  -0.330026     0.449654  -0.143749     0.559623  0.074913     -0.336348  0.301669
0.093000       -0.211093  0.438726     0.545145  -0.008611     0.392092  -0.244014     0.377515  -0.331718     0.547352  -0.006156     -0.520945  0.130364     0.428581  -0.074198     0.448293  -0.145740     0.390567  -0.245094     0.428722  -0.073886     -0.499505  0.162243     0.561906  0.076283     0.376408  -0.332339     0.448869  -0.145068     0.560935  0.075159     -0.333915  0.303964
0.094000       -0.206861  0.441600     0.545876  -0.009061     0.390148  -0.245902     0.374468  -0.334025     0.548144  -0.006664     -0.520434  0.131652     0.428205  -0.074852     0.447486  -0.147039     0.388592  -0.246943     0.428354  -0.074544     -0.498488  0.163616     0.563252  0.076488     0.373343  -0.334617     0.448079  -0.146380     0.562254  0.075390     -0.331471  0.306232
0.095000       -0.202611  0.444425     0.546611  -0.009522     0.388193  -0.247769     0.371407  -0.336298     0.548938  -0.007184     -0.519918  0.132938     0.427828  -0.075503     0.446674  -0.148330     0.386608  -0.248771     0.427983  -0.075199     -0.497465  0.164978     0.564603  0.076676     0.370265  -0.336859     0.447284  -0.147685     0.563578  0.075604     -0.329014  0.308473
0.096000       -0.198344  0.447201     0.547348  -0.009993     0.386227  -0.249615     0.368332  -0.338537     0.549733  -0.007715     -0.519399  0.134220     0.427449  -0.076149     0.445858  -0.149614     0.384614  -0.250578     0.427610  -0.075849     -0.496436  0.166330     0.565960  0.076847     0.367173  -0.339067     0.446483  -0.148983     0.564909  0.075803     -0.326547  0.310686
0.097000       -0.194061  0.449928     0.548088  -0.010474     0.384251  -0.251441     0.365243  -0.340741     0.550529  -0.008258     -0.518875  0.135499     0.427067  -0.076792     0.445036  -0.150890     0.382611  -0.252363     0.427235  -0.076496     -0.495403  0.167671     0.567321  0.077002     0.364068  -0.341240     0.445677  -0.150273     0.566244  0.075985     -0.324069  0.312873
0.098000       -0.189763  0.452606     0.548831  -0.010966     0.382265  -0.253247     0.362140  -0.342910     0.551326  -0.008812     -0.518347  0.136775     0.426684  -0.077430     0.444210  -0.152159     0.380599  -0.254127     0.426858  -0.077139     -0.494363  0.169002     0.568686  0.077140     0.360951  -0.343378     0.444866  -0.151557     0.567585  0.076152     -0.321580  0.315032
0.099000       -0.185450  0.455235     0.549576  -0.011467     0.380270  -0.255032     0.359025  -0.345045     0.552124  -0.009378     -0.517815  0.138047     0.426299  -0.078065     0.443379  -0.153421     0.378579  -0.255869     0.426479  -0.077778     -0.493319  0.170323     0.570056  0.077261     0.357821  -0.345481     0.444050  -0.152833     0.568931  0.076303     -0.319081  0.317164
0.100000       -0.181123  0.457815     0.550323  -0.011979     0.378265  -0.256795     0.355898  -0.347146     0.552923  -0.009955     -0.517279  0.139316     0.425912  -0.078695     0.442544  -0.154674     0.376550  -0.257590     0.426099  -0.078413     -0.492269  0.171633     0.571430  0.077366     0.354681  -0.347549     0.443230  -0.154103     0.570282  0.076437     -0.316573  0.319269
0.101000       -0.176782  0.460346     0.551073  -0.012500     0.376250  -0.258539     0.352758  -0.349211     0.553722  -0.010544     -0.516739  0.140582     0.425523  -0.079322     0.441704  -0.155921     0.374512  -0.259290     0.425716  -0.079044     -0.491215  0.172933     0.572808  0.077455     0.351529  -0.349582     0.442404  -0.155364     0.571638  0.076556     -0.314054  0.321347
0.102000       -0.172429  0.462827     0.551824  -0.013032     0.374227  -0.260261     0.349608  -0.351242     0.554521  -0.011144     -0.516196  0.141845     0.425133  -0.079944     0.440860  -0.157159     0.372467  -0.260968     0.425332  -0.079671     -0.490156  0.174222     0.574190  0.077526     0.348367  -0.351580     0.441574  -0.156619     0.572998  0.076658     -0.311527  0.323398
0.103000       -0.168063  0.465261     0.552577  -0.013574     0.372195  -0.261963     0.346446  -0.353238     0.555321  -0.011756     -0.515648  0.143104     0.424741  -0.080562     0.440012  -0.158390     0.370415  -0.262625     0.424945  -0.080294     -0.489092  0.175502     0.575575  0.077581     0.345195  -0.353542     0.440738  -0.157867     0.574362  0.076744     -0.308992  0.325421
0.104000       -0.163686  0.467644     0.553332  -0.014127     0.370155  -0.263643     0.343274  -0.355200     0.556121  -0.012379     -0.515097  0.144360     0.424348  -0.081176     0.439159  -0.159614     0.368355  -0.264260     0.424558  -0.080913     -0.488024  0.176770     0.576963  0.077619     0.342013  -0.355470     0.439899  -0.159107     0.575730  0.076814     -0.306448  0.327418
0.105000       -0.159299  0.469979     0.554089  -0.014690     0.368106  -0.265303     0.340092  -0.357126     0.556920  -0.013013     -0.514542  0.145611     0.423953  -0.081786     0.438302  -0.160829     0.366288  -0.265874     0.424168  -0.081529     -0.486951  0.178028     0.578354  0.077641     0.338822  -0.357362     0.439055  -0.160340     0.577102  0.076868     -0.303896  0.329386
0.106000       -0.154900  0.472266     0.554847  -0.015263     0.366050  -0.266941     0.336900  -0.359018     0.557719  -0.013659     -0.513983  0.146861     0.423556  -0.082392     0.437441  -0.162038     0.364215  -0.267466     0.423777  -0.082140     -0.485874  0.179276     0.579748  0.077646     0.335622  -0.359220     0.438206  -0.161565     0.578478  0.076906     -0.301337  0.331328
0.107000       -0.150493  0.474503     0.555606  -0.015846     0.363986  -0.268559     0.333699  -0.360875     0.558518  -0.014316     -0.513421  0.148107     0.423158  -0.082994     0.436577  -0.163238     0.362135  -0.269037     0.423384  -0.082747     -0.484792  0.180513     0.581145  0.077634     0.332415  -0.361042     0.437353  -0.162784     0.579857  0.076928     -0.298770  0.333242
0.108000       -0.146077  0.476692     0.556367  -0.016440     0.361914  -0.270156     0.330490  -0.362697     0.559316  -0.014984     -0.512854  0.149348     0.422759  -0.083592     0.435708  -0.164431     0.360049  -0.270587     0.422990  -0.083350     -0.483707  0.181740     0.582543  0.077606     0.329199  -0.362830     0.436496  -0.163994     0.581239  0.076934     -0.296197  0.335130
0.109000       -0.141653  0.478832     0.557128  -0.017044     0.359836  -0.271731     0.327272  -0.364485     0.560113  -0.015664     -0.512284  0.150588     0.422358  -0.084185     0.434836  -0.165616     0.357957  -0.272115     0.422594  -0.083950     -0.482618  0.182957     0.583944  0.077562     0.325977  -0.364583     0.435635  -0.165198     0.582624  0.076923     -0.293618  0.336990
0.110000       -0.137221  0.480924     0.557891  -0.017658     0.357750  -0.273286     0.324047  -0.366238     0.560909  -0.016354     -0.511711  0.151823     0.421956  -0.084775     0.433960  -0.166794     0.355859  -0.273621     0.422197  -0.084545     -0.481525  0.184163     0.585347  0.077500     0.322747  -0.366300     0.434770  -0.166394     0.584012  0.076896     -0.291032  0.338823
0.111000       -0.132782  0.482967     0.558654  -0.018283     0.355658  -0.274820     0.320814  -0.367956     0.561704  -0.017056     -0.511134  0.153056     0.421553  -0.085360     0.433081  -0.167964     0.353756  -0.275106     0.421799  -0.085136     -0.480429  0.185358     0.586752  0.077423     0.319511  -0.367983     0.433900  -0.167583     0.585402  0.076854     -0.288440  0.340629
0.112000       -0.128336  0.484963     0.559418  -0.018918     0.353560  -0.276332     0.317574  -0.369639     0.562498  -0.017769     -0.510553  0.154284     0.421148  -0.085941     0.432198  -0.169126     0.351648  -0.276570     0.421399  -0.085723     -0.479330  0.186543     0.588157  0.077329     0.316269  -0.369631     0.433027  -0.168764     0.586794  0.076795     -0.285844  0.342408
0.113000       -0.123886  0.486910     0.560183  -0.019563     0.351455  -0.277824     0.314328  -0.371288     0.563290  -0.018494     -0.509969  0.155510     0.420743  -0.086518     0.431311  -0.170280     0.349535  -0.278013     0.420998  -0.086307     -0.478226  0.187717     0.589564  0.077218     0.313022  -0.371245     0.432150  -0.169938     0.588189  0.076720     -0.283242  0.344160
0.114000       -0.119430  0.488809     0.560948  -0.020219     0.349345  -0.279294     0.311076  -0.372902     0.564081  -0.019229     -0.509382  0.156732     0.420336  -0.087091     0.430422  -0.171427     0.347418  -0.279434     0.420596  -0.086886     -0.477120  0.188881     0.590972  0.077091     0.309770  -0.372824     0.431269  -0.171104     0.589586  0.076629     -0.280635  0.345885
